ensembl_gene_id,ensembl_transcript_id,refseq,chromosome_name
ENSG00000207779,ENST00000385045,NR_029663,3
ENSG00000265872,ENST00000578854,NR_037460,9
ENSG00000207597,ENST00000384865,NR_030165,7
ENSG00000207031,ENST00000384304,NR_002737,12
ENSG00000207708,ENST00000384975,NR_029682,12
ENSG00000221705,ENST00000408778,NR_102368,X
ENSG00000202499,ENST00000365629,NR_003351,15
ENSG00000264585,ENST00000578365,NR_039651,4
ENSG00000277030,ENST00000616772,NR_107059,14
ENSG00000265465,ENST00000585270,NR_039925,X
ENSG00000283193,ENST00000636083,NR_031641,4
ENSG00000265867,ENST00000583451,NR_039741,16
ENSG00000207800,ENST00000385065,NR_030229,X
ENSG00000252699,ENST00000516890,NR_145761,17
ENSG00000199130,ENST00000362260,NR_029854,16
ENSG00000201558,ENST00000364688,NR_104085,1
ENSG00000199023,ENST00000362153,NR_029898,7
ENSG00000267200,ENST00000591554,NR_029674,17
ENSG00000207313,ENST00000384583,NR_002951,12
ENSG00000266168,ENST00000577811,NR_036102,7
ENSG00000208797,ENST00000386062,NR_000007,4
ENSG00000200087,ENST00000363217,NR_004404,1
ENSG00000265110,ENST00000580859,NR_039884,17
ENSG00000207701,ENST00000384968,NR_030327,8
ENSG00000201025,ENST00000364155,NR_145757,21
ENSG00000284085,ENST00000581873,NR_039885,17
ENSG00000208839,ENST00000386104,NR_002993,X
ENSG00000207109,ENST00000384381,NR_145715,3
ENSG00000266712,ENST00000584629,NR_130460,8
ENSG00000283728,ENST00000614319,NR_106958,19
ENSG00000202257,ENST00000365387,NR_023378,1
ENSG00000284139,ENST00000579254,NR_031600,8
ENSG00000211520,ENST00000390186,NR_030623,2
ENSG00000283622,ENST00000637458,NR_036258,X
ENSG00000263468,ENST00000579223,NR_036078,2
ENSG00000207375,ENST00000384645,NR_003337,15
ENSG00000265584,ENST00000585195,NR_039774,X
ENSG00000201643,ENST00000364773,NR_002955,7
ENSG00000275166,ENST00000622292,NR_106872,21
ENSG00000266300,ENST00000583619,NR_002742,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000283225,ENST00000636243,NR_036170,22
ENSG00000277846,ENST00000384693,NR_002561,11
ENSG00000199593,ENST00000362723,NR_003207,14
ENSG00000220988,ENST00000408061,NR_003069,19
ENSG00000284175,ENST00000581461,NR_039920,22
ENSG00000264792,ENST00000582405,NR_039780,5
ENSG00000201969,ENST00000365099,NR_003312,15
ENSG00000201240,ENST00000364370,NR_003201,14
ENSG00000221697,ENST00000408770,NR_031681,6
ENSG00000283969,ENST00000611830,NR_106897,7
ENSG00000284229,ENST00000611213,NR_106907,8
ENSG00000207008,ENST00000384281,NR_002982,11
ENSG00000263697,ENST00000580529,NR_037416,9
ENSG00000211991,ENST00000390702,NR_037494,X
ENSG00000272460,ENST00000606510,NR_003355,15
ENSG00000265236,ENST00000584275,NR_003065,6
ENSG00000199960,ENST00000363090,NR_003306,15
ENSG00000207496,ENST00000384765,NR_002582,3
ENSG00000207205,ENST00000384476,NR_104076,1
ENSG00000276844,ENST00000390982,NR_047033,15
ENSG00000207168,ENST00000384439,NR_002957,7
ENSG00000199990,ENST00000363120,NR_026703,5
ENSG00000239195,ENST00000459342,NR_003033,11
ENSG00000207051,ENST00000384323,NR_002575,13
ENSG00000201831,ENST00000364961,NR_001291,15
ENSG00000221803,ENST00000408876,NR_003048,19
ENSG00000202521,ENST00000365651,NR_023369,1
ENSG00000202261,ENST00000365391,NR_003359,15
ENSG00000273587,ENST00000459373,NR_003020,16
ENSG00000207241,ENST00000384512,NR_002749,1
ENSG00000206947,ENST00000384220,NR_145730,7
ENSG00000273874,ENST00000612080,NR_107062,1
ENSG00000207063,ENST00000384335,NR_003316,15
ENSG00000276869,ENST00000618194,NR_106787,1
ENSG00000207721,ENST00000384988,NR_029707,1
ENSG00000238741,ENST00000458797,NR_003001,3
ENSG00000276081,ENST00000620979,NR_106978,1
ENSG00000277681,ENST00000622461,NR_106797,1
ENSG00000200795,ENST00000363925,NR_003925,12
ENSG00000222071,ENST00000410139,NR_031736,10
ENSG00000221594,ENST00000408667,NR_031642,10
ENSG00000275143,ENST00000515981,NR_003013,17
ENSG00000207551,ENST00000384820,NR_030339,10
ENSG00000251862,ENST00000516053,NR_039836,11
ENSG00000264539,ENST00000582191,NR_049839,13
ENSG00000221745,ENST00000408818,NR_031713,14
ENSG00000207762,ENST00000385029,NR_029968,14
ENSG00000206656,ENST00000383929,NR_003332,15
ENSG00000200987,ENST00000364117,NR_003345,15
ENSG00000202560,ENST00000365690,NR_030256,14
ENSG00000266517,ENST00000584117,NR_039865,15
ENSG00000274466,ENST00000612921,NR_106996,16
ENSG00000221750,ENST00000408823,NR_145717,X
ENSG00000284129,ENST00000619892,NR_106847,19
ENSG00000265510,ENST00000585278,NR_039635,2
ENSG00000207951,ENST00000385216,NR_030287,2
ENSG00000265470,ENST00000580207,NR_049838,3
ENSG00000266502,ENST00000581129,NR_049860,8
ENSG00000283200,ENST00000637127,NR_031611,8
ENSG00000202191,ENST00000365321,NR_003229,14
ENSG00000266315,ENST00000582284,NR_039814,9
ENSG00000212027,ENST00000390738,NR_030620,X
ENSG00000201907,ENST00000365037,NR_003353,15
ENSG00000263994,ENST00000581480,NR_002971,CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000199405,ENST00000362535,NR_145767,8
ENSG00000212283,ENST00000390981,NR_003070,2
ENSG00000275529,ENST00000384733,NR_003319,15
ENSG00000221420,ENST00000408493,NR_002989,3
ENSG00000283477,ENST00000635807,NR_106727,1
ENSG00000238344,ENST00000459475,NR_003693,14
ENSG00000201839,ENST00000364969,NR_003195,14
ENSG00000207297,ENST00000384567,NR_003037,17
ENSG00000264553,ENST00000581735,NR_036211,1
ENSG00000211581,ENST00000390226,NR_030527,1
ENSG00000200785,ENST00000363915,NR_002916,14
ENSG00000265634,ENST00000581263,NR_003049,CHR_HSCHR6_MHC_APD_CTG1
ENSG00000207005,ENST00000384278,NR_004427,1
ENSG00000283699,ENST00000637781,NR_039701,10
ENSG00000284204,ENST00000384878,NR_029489,13
ENSG00000200949,ENST00000364079,NR_003347,15
ENSG00000265768,ENST00000584693,NR_039728,14
ENSG00000207942,ENST00000385207,NR_029699,14
ENSG00000199833,ENST00000362963,NR_003313,15
ENSG00000265612,ENST00000579784,NR_130468,14
ENSG00000239127,ENST00000459538,NR_003686,22
ENSG00000201672,ENST00000364802,NR_003232,14
ENSG00000264024,ENST00000581070,NR_039730,14
ENSG00000207624,ENST00000384892,NR_029711,1
ENSG00000199914,ENST00000363044,NR_003209,14
ENSG00000277391,ENST00000616450,NR_106941,15
ENSG00000272000,ENST00000607223,NR_111920,CHR_HSCHR22_2_CTG1
ENSG00000275868,ENST00000620877,NR_107021,11
ENSG00000200623,ENST00000363753,NR_002441,15
ENSG00000238795,ENST00000459155,NR_003010,12
ENSG00000275101,ENST00000622641,NR_106824,15
ENSG00000199077,ENST00000362207,NR_029697,11
ENSG00000265537,ENST00000580374,NR_036141,16
ENSG00000284489,ENST00000610479,NR_106809,11
ENSG00000266015,ENST00000582498,NR_036192,14
ENSG00000263362,ENST00000583541,NR_002742,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000263527,ENST00000583168,NR_039752,18
ENSG00000207712,ENST00000384979,NR_030357,15
ENSG00000221476,ENST00000408549,NR_031728,12
ENSG00000207976,ENST00000385241,NR_030338,10
ENSG00000238942,ENST00000459163,NR_002587,3
ENSG00000207599,ENST00000384867,NR_030183,19
ENSG00000276908,ENST00000612419,NR_106956,12
ENSG00000263512,ENST00000580794,NR_036196,15
ENSG00000211997,ENST00000390708,NR_030598,11
ENSG00000207825,ENST00000385090,NR_030191,19
ENSG00000274544,ENST00000384706,NR_002562,11
ENSG00000264429,ENST00000578566,NR_036148,17
ENSG00000264796,ENST00000578736,NR_049807,15
ENSG00000283857,ENST00000408206,NR_031649,14
ENSG00000207946,ENST00000385211,NR_030212,19
ENSG00000283935,ENST00000362201,NR_029945,17
ENSG00000283301,ENST00000636586,NR_039874,17
ENSG00000207145,ENST00000384416,NR_002959,11
ENSG00000284190,ENST00000362134,NR_029493,17
ENSG00000199095,ENST00000362225,NR_029865,19
ENSG00000263690,ENST00000582790,NR_030385,17
ENSG00000264999,ENST00000580047,NR_049812,17
ENSG00000238517,ENST00000459320,NR_036053,19
ENSG00000263881,ENST00000581415,NR_049830,2
ENSG00000264297,ENST00000581329,NR_106995,2
ENSG00000266146,ENST00000581537,NR_049822,18
ENSG00000275652,ENST00000617519,NR_106854,19
ENSG00000276169,ENST00000613433,NR_106931,20
ENSG00000264725,ENST00000581095,NR_036076,2
ENSG00000274390,ENST00000612241,NR_106945,19
ENSG00000211580,ENST00000390225,NR_030412,19
ENSG00000264462,ENST00000581792,NR_128711,21
ENSG00000284481,ENST00000408135,NR_031699,20
ENSG00000283822,ENST00000384974,NR_030369,19
ENSG00000212036,ENST00000390747,NR_107011,2
ENSG00000264616,ENST00000583905,NR_039911,20
ENSG00000207815,ENST00000385080,NR_030289,3
ENSG00000221288,ENST00000408361,NR_031608,2
ENSG00000207605,ENST00000384873,NR_029690,3
ENSG00000266140,ENST00000581943,NR_039758,20
ENSG00000277723,ENST00000614799,NR_106885,3
ENSG00000275458,ENST00000612189,NR_106867,2
ENSG00000201700,ENST00000364830,NR_003231,14
ENSG00000263981,ENST00000579870,NR_049891,4
ENSG00000275692,ENST00000617390,NR_128717,21
ENSG00000265699,ENST00000583456,NR_039639,5
ENSG00000265306,ENST00000585001,NR_130463,20
ENSG00000263597,ENST00000584304,NR_037500,5
ENSG00000266533,ENST00000579667,NR_037413,22
ENSG00000277912,ENST00000620165,NR_107056,5
ENSG00000284448,ENST00000290239,NR_106756,21
ENSG00000278034,ENST00000614863,NR_106789,1
ENSG00000207775,ENST00000385041,NR_030312,6
ENSG00000266776,ENST00000580775,NR_039789,6
ENSG00000277388,ENST00000613344,NR_107020,4
ENSG00000284266,ENST00000578108,NR_039759,22
ENSG00000276712,ENST00000619751,NR_106961,6
ENSG00000266417,ENST00000585257,NR_039622,1
ENSG00000283461,ENST00000637473,NR_037514,7
ENSG00000263712,ENST00000584938,NR_039782,6
ENSG00000216058,ENST00000401239,NR_030642,3
ENSG00000266760,ENST00000580818,NR_039671,6
ENSG00000274314,ENST00000617008,NR_106807,11
ENSG00000264512,ENST00000582551,NR_049876,8
ENSG00000276404,ENST00000621552,NR_106893,6
ENSG00000264110,ENST00000581016,NR_036186,11
ENSG00000276137,ENST00000617057,NR_106749,7
ENSG00000207732,ENST00000384999,NR_029631,4
ENSG00000276158,ENST00000616374,NR_031563,X
ENSG00000238367,ENST00000459007,NR_031579,6
ENSG00000207763,ENST00000385030,NR_030348,12
ENSG00000207871,ENST00000385136,NR_031708,X
ENSG00000207199,ENST00000384470,NR_145988,8
ENSG00000198995,ENST00000362125,NR_029885,5
ENSG00000207692,ENST00000384959,NR_030323,7
ENSG00000263561,ENST00000581678,NR_039853,13
ENSG00000207990,ENST00000385255,NR_029614,7
ENSG00000284427,ENST00000583964,NR_039790,6
ENSG00000264737,ENST00000582784,NR_039736,15
ENSG00000207574,ENST00000384842,NR_030383,8
ENSG00000207656,ENST00000384923,NR_030164,7
ENSG00000223109,ENST00000411177,NR_031719,16
ENSG00000274932,ENST00000614393,NR_106972,9
ENSG00000221510,ENST00000408583,NR_031669,7
ENSG00000266297,ENST00000578242,NR_030613,17
ENSG00000274640,ENST00000459128,NR_001295,15
ENSG00000207804,ENST00000385069,NR_030329,8
ENSG00000207615,ENST00000384883,NR_030187,19
ENSG00000265599,ENST00000584480,NR_039681,8
ENSG00000265215,ENST00000578705,NR_036229,2
ENSG00000202031,ENST00000365161,NR_001456,1
ENSG00000284195,ENST00000621699,NR_106911,9
ENSG00000284040,ENST00000385215,NR_029844,20
ENSG00000271886,ENST00000606724,NR_029513,X
ENSG00000276341,ENST00000613257,NR_027381,CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000276341,ENST00000613257,NR_027382,CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000284498,ENST00000385049,NR_030290,3
ENSG00000283694,ENST00000635980,NR_036175,X
ENSG00000264931,ENST00000585238,NR_036090,4
ENSG00000221227,ENST00000408300,NR_031640,4
ENSG00000265226,ENST00000579940,NR_039672,6
ENSG00000265558,ENST00000581555,NR_037482,6
ENSG00000208032,ENST00000385297,NR_030330,8
ENSG00000278261,ENST00000364968,NR_004395,17
ENSG00000281156,ENST00000630427,NR_037424,9
ENSG00000265176,ENST00000580198,NR_036174,X
ENSG00000264994,ENST00000585078,NR_003074,2
ENSG00000201772,ENST00000364902,NR_002991,7
ENSG00000200564,ENST00000363694,NR_003354,15
ENSG00000201823,ENST00000364953,NR_002745,6
ENSG00000206603,ENST00000383876,NR_145724,7
ENSG00000275474,ENST00000615688,NR_027381,CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000275474,ENST00000615688,NR_027382,CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000200636,ENST00000363766,NR_003220,14
ENSG00000265754,ENST00000578065,NR_002971,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000221203,ENST00000408276,NR_031664,1
ENSG00000263764,ENST00000583861,NR_002439,22
ENSG00000207938,ENST00000385203,NR_030167,10
ENSG00000202538,ENST00000365668,NR_003137,12
ENSG00000275036,ENST00000621498,NR_107053,10
ENSG00000278851,ENST00000610949,NR_106939,11
ENSG00000273944,ENST00000621849,NR_027381,CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000273944,ENST00000621849,NR_027382,CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000207568,ENST00000384836,NR_029620,14
ENSG00000266110,ENST00000580922,NR_039619,1
ENSG00000208772,ENST00000386037,NR_004378,2
ENSG00000265929,ENST00000583555,NR_049827,14
ENSG00000264349,ENST00000580920,NR_036212,1
ENSG00000264004,ENST00000584656,NR_039868,16
ENSG00000264377,ENST00000583284,NR_039818,1
ENSG00000284305,ENST00000578940,NR_036140,16
ENSG00000265653,ENST00000584402,NR_039699,10
ENSG00000283204,ENST00000637066,NR_039633,2
ENSG00000266852,ENST00000583050,NR_039702,10
ENSG00000263752,ENST00000583157,NR_036083,2
ENSG00000284094,ENST00000352083,NR_106721,11
ENSG00000221333,ENST00000408406,NR_031624,11
ENSG00000266421,ENST00000580577,NR_039656,4
ENSG00000264200,ENST00000578405,NR_039842,11
ENSG00000215961,ENST00000401142,NR_030643,4
ENSG00000277052,ENST00000612332,NR_106821,12
ENSG00000207756,ENST00000385023,NR_030306,5
ENSG00000264607,ENST00000580810,NR_036131,14
ENSG00000207982,ENST00000385247,NR_030315,6
ENSG00000265673,ENST00000584178,NR_039731,15
ENSG00000200279,ENST00000363409,NR_003203,14
ENSG00000221783,ENST00000408856,NR_031594,7
ENSG00000263918,ENST00000584160,NR_037442,16
ENSG00000284224,ENST00000401271,NR_030633,8
ENSG00000210741,ENST00000388006,NR_029582,17
ENSG00000283385,ENST00000637750,NR_039750,17
ENSG00000221533,ENST00000408606,NR_036049,X
ENSG00000284239,ENST00000410758,NR_031720,18
ENSG00000277985,ENST00000384423,NR_002912,17
ENSG00000265134,ENST00000577414,NR_036158,19
ENSG00000198972,ENST00000362102,NR_029482,19
ENSG00000206585,ENST00000383858,NR_004426,1
ENSG00000278596,ENST00000619691,NR_106967,1
ENSG00000283441,ENST00000636498,NR_039912,20
ENSG00000283799,ENST00000408363,NR_031593,1
ENSG00000276162,ENST00000619803,NR_106713,22
ENSG00000264572,ENST00000581038,NR_036178,10
ENSG00000207963,ENST00000385228,NR_030295,3
ENSG00000265874,ENST00000578869,NR_039709,11
ENSG00000207642,ENST00000384910,NR_030297,4
ENSG00000275022,ENST00000617169,NR_106811,11
ENSG00000274887,ENST00000610804,NR_110142,CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000264675,ENST00000581001,NR_036245,7
ENSG00000264387,ENST00000583098,NR_049804,13
ENSG00000263763,ENST00000577904,NR_037457,8
ENSG00000266646,ENST00000583430,NR_003065,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000283783,ENST00000638396,NR_030754,13
ENSG00000206775,ENST00000384048,NR_002602,19
ENSG00000215943,ENST00000401124,NR_030584,X
ENSG00000266589,ENST00000583257,NR_039737,15
ENSG00000207984,ENST00000385249,NR_030232,X
ENSG00000265444,ENST00000578268,NR_039886,17
ENSG00000284246,ENST00000613413,NR_106773,11
ENSG00000274054,ENST00000622232,NR_039880,17
ENSG00000206811,ENST00000384084,NR_002327,16
ENSG00000200084,ENST00000363214,NR_002450,16
ENSG00000264405,ENST00000577744,NR_037475,12
ENSG00000283218,ENST00000635955,NR_031684,18
ENSG00000265526,ENST00000580964,NR_036187,12
ENSG00000207585,ENST00000384853,NR_030179,19
ENSG00000265432,ENST00000580634,NR_036194,14
ENSG00000275577,ENST00000612105,NR_110142,CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000266559,ENST00000581459,NR_039755,19
ENSG00000265462,ENST00000581433,NR_037451,16
ENSG00000225091,ENST00000364729,NR_002911,20
ENSG00000207598,ENST00000384866,NR_029670,20
ENSG00000265281,ENST00000583472,NR_037499,16
ENSG00000264534,ENST00000578876,NR_036084,3
ENSG00000273657,ENST00000614460,NR_106850,19
ENSG00000222370,ENST00000410438,NR_002994,1
ENSG00000278103,ENST00000615894,NR_107027,3
ENSG00000265301,ENST00000584780,NR_039629,2
ENSG00000283207,ENST00000636325,NR_031701,4
ENSG00000275950,ENST00000616420,NR_106782,21
ENSG00000278549,ENST00000616799,NR_106794,1
ENSG00000215952,ENST00000401133,NR_030626,1
ENSG00000264661,ENST00000580767,NR_036171,22
ENSG00000199036,ENST00000362166,NR_029633,6
ENSG00000264358,ENST00000577243,NR_036068,1
ENSG00000221305,ENST00000408378,NR_031689,8
ENSG00000283894,ENST00000640185,NR_031714,3
ENSG00000284163,ENST00000584469,NR_037415,1
ENSG00000199177,ENST00000362307,NR_029505,9
ENSG00000276656,ENST00000612737,NR_106731,3
ENSG00000201544,ENST00000364674,NR_004389,1
ENSG00000283926,ENST00000384915,NR_029578,11
ENSG00000266855,ENST00000580936,NR_037472,9
ENSG00000199961,ENST00000363091,NR_004396,17
ENSG00000199145,ENST00000362275,NR_029859,4
ENSG00000276769,ENST00000618442,NR_106810,11
ENSG00000264823,ENST00000577829,NR_036110,9
ENSG00000277264,ENST00000620680,NR_106891,6
ENSG00000207924,ENST00000385189,NR_029617,12
ENSG00000221466,ENST00000408539,NR_039674,X
ENSG00000284357,ENST00000385130,NR_029610,1
ENSG00000263652,ENST00000580117,NR_049865,X
ENSG00000263510,ENST00000583208,NR_039718,12
ENSG00000211583,ENST00000390228,NR_030409,X
ENSG00000207187,ENST00000384458,NR_145719,2
ENSG00000265422,ENST00000581646,NR_039832,1
ENSG00000199001,ENST00000362131,NR_029955,X
ENSG00000201355,ENST00000364485,NR_023376,1
ENSG00000221421,ENST00000408494,NR_031573,19
ENSG00000264014,ENST00000581187,NR_036214,1
ENSG00000212232,ENST00000390930,NR_003045,20
ENSG00000212135,ENST00000390833,NR_003056,11
ENSG00000207268,ENST00000384538,NR_003708,9
ENSG00000264075,ENST00000580343,NR_039944,2
ENSG00000266847,ENST00000580626,NR_002971,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000283836,ENST00000621166,NR_106792,1
ENSG00000221763,ENST00000408836,NR_031620,20
ENSG00000221586,ENST00000408659,NR_031663,11
ENSG00000206625,ENST00000383898,NR_004394,15
ENSG00000278618,ENST00000621412,NR_128718,21
ENSG00000283705,ENST00000385233,NR_029508,13
ENSG00000221716,ENST00000408789,NR_002953,X
ENSG00000266012,ENST00000580680,NR_039921,22
ENSG00000221649,ENST00000408722,NR_036050,15
ENSG00000284015,ENST00000408233,NR_031694,22
ENSG00000264386,ENST00000581077,NR_039738,15
ENSG00000272543,ENST00000607364,NR_039950,3
ENSG00000277698,ENST00000618304,NR_107060,16
ENSG00000201263,ENST00000364393,NR_003198,14
ENSG00000274025,ENST00000612260,NR_128713,16
ENSG00000207739,ENST00000385006,NR_029632,5
ENSG00000284440,ENST00000385044,NR_029667,18
ENSG00000264249,ENST00000577566,NR_037474,5
ENSG00000207389,ENST00000384659,NR_004421,1
ENSG00000212214,ENST00000390912,NR_145722,X
ENSG00000252284,ENST00000516475,NR_132963,18
ENSG00000283616,ENST00000636514,NR_049863,6
ENSG00000278274,ENST00000384581,NR_002987,1
ENSG00000284081,ENST00000621445,NR_106715,19
ENSG00000283409,ENST00000637030,NR_037435,6
ENSG00000276270,ENST00000620297,NR_106857,19
ENSG00000239035,ENST00000459428,NR_145748,15
ENSG00000199293,ENST00000362423,NR_002576,17
ENSG00000209480,ENST00000386745,NR_000028,22
ENSG00000264357,ENST00000580107,NR_039791,7
ENSG00000207654,ENST00000384921,NR_029672,2
ENSG00000284185,ENST00000385220,NR_029837,9
ENSG00000201300,ENST00000364430,NR_003496,15
ENSG00000207626,ENST00000384894,NR_030288,2
ENSG00000263858,ENST00000584126,NR_039926,X
ENSG00000272533,ENST00000606769,NR_002964,14
ENSG00000200832,ENST00000363962,NR_003196,14
ENSG00000266228,ENST00000584484,NR_037405,10
ENSG00000284197,ENST00000385210,NR_030395,22
ENSG00000274770,ENST00000615528,NR_106743,11
ENSG00000199150,ENST00000362280,NR_029660,3
ENSG00000207392,ENST00000384662,NR_002960,6
ENSG00000265539,ENST00000581178,NR_036122,11
ENSG00000200413,ENST00000363543,NR_003219,14
ENSG00000200370,ENST00000363500,NR_023379,1
ENSG00000264425,ENST00000585107,NR_039797,7
ENSG00000212607,ENST00000391305,NR_002977,11
ENSG00000284148,ENST00000616240,NR_106814,11
ENSG00000283609,ENST00000637499,NR_039806,8
ENSG00000199352,ENST00000362482,NR_023363,1
ENSG00000263581,ENST00000579776,NR_039692,13
ENSG00000199133,ENST00000362263,NR_029481,9
ENSG00000211591,ENST00000390236,NR_031576,16
ENSG00000263515,ENST00000408286,NR_039765,X
ENSG00000263785,ENST00000580839,NR_036147,16
ENSG00000238578,ENST00000459174,NR_000010,17
ENSG00000283772,ENST00000617912,NR_106836,17
ENSG00000283853,ENST00000579134,NR_039892,17
ENSG00000264698,ENST00000579351,NR_036217,1
ENSG00000277784,ENST00000616843,NR_106844,17
ENSG00000284247,ENST00000580305,NR_039604,1
ENSG00000238531,ENST00000458770,NR_003688,19
ENSG00000277588,ENST00000622141,NR_106864,19
ENSG00000277817,ENST00000619620,NR_106796,1
ENSG00000274091,ENST00000363315,NR_004397,17
ENSG00000265507,ENST00000582552,NR_039634,2
ENSG00000201487,ENST00000364617,NR_002748,1
ENSG00000266144,ENST00000577581,NR_039798,1
ENSG00000209482,ENST00000386747,NR_000027,22
ENSG00000199363,ENST00000362493,NR_145763,3
ENSG00000212102,ENST00000390813,NR_030622,22
ENSG00000266618,ENST00000581069,NR_039896,1
ENSG00000199102,ENST00000362232,NR_029858,4
ENSG00000263511,ENST00000578903,NR_049884,10
ENSG00000264274,ENST00000578951,NR_039962,4
ENSG00000200612,ENST00000363742,NR_003218,14
ENSG00000265014,ENST00000577972,NR_036117,11
ENSG00000274494,ENST00000616110,NR_106890,6
ENSG00000207971,ENST00000385236,NR_029671,11
ENSG00000199122,ENST00000362252,NR_029894,12
ENSG00000207691,ENST00000384958,NR_029615,7
ENSG00000252277,ENST00000516468,NR_047032,15
ENSG00000207935,ENST00000385200,NR_029621,9
ENSG00000207569,ENST00000384837,NR_029966,14
ENSG00000207475,ENST00000384744,NR_002974,1
ENSG00000221269,ENST00000408342,NR_031637,9
ENSG00000264966,ENST00000578766,NR_049817,15
ENSG00000206680,ENST00000383953,NR_000006,1
ENSG00000263861,ENST00000579313,NR_037493,9
ENSG00000284324,ENST00000577670,NR_036136,15
ENSG00000284557,ENST00000408734,NR_036267,15
ENSG00000263600,ENST00000578518,NR_037478,X
ENSG00000207093,ENST00000384365,NR_003323,15
ENSG00000277249,ENST00000611997,NR_106842,17
ENSG00000211538,ENST00000390204,NR_030225,X
ENSG00000265789,ENST00000579077,NR_036256,X
ENSG00000207734,ENST00000385001,NR_030201,19
ENSG00000263675,ENST00000580821,NR_049844,1
ENSG00000284436,ENST00000619434,NR_106929,20
ENSG00000275994,ENST00000384096,NR_002963,4
ENSG00000284202,ENST00000385223,NR_029679,1
ENSG00000265617,ENST00000581228,NR_039653,20
ENSG00000222831,ENST00000410899,NR_031718,1
ENSG00000264073,ENST00000582434,NR_036169,22
ENSG00000283672,ENST00000636979,NR_039825,10
ENSG00000263834,ENST00000583759,NR_039778,5
ENSG00000200163,ENST00000363293,NR_003310,15
ENSG00000201634,ENST00000364764,NR_003362,15
ENSG00000221214,ENST00000408287,NR_031614,10
ENSG00000207578,ENST00000384846,NR_030309,5
ENSG00000266581,ENST00000577344,NR_036124,11
ENSG00000266619,ENST00000583943,NR_039785,6
ENSG00000284518,ENST00000584344,NR_039802,7
ENSG00000215991,ENST00000401172,NR_030624,14
ENSG00000283858,ENST00000636576,NR_037445,8
ENSG00000215957,ENST00000401138,NR_030582,14
ENSG00000264803,ENST00000578683,NR_036180,10
ENSG00000266038,ENST00000580269,NR_039803,8
ENSG00000206754,ENST00000384027,NR_002434,6
ENSG00000221641,ENST00000408714,NR_031672,15
ENSG00000199038,ENST00000362168,NR_029623,11
ENSG00000207768,ENST00000385034,NR_029708,X
ENSG00000284184,ENST00000614811,NR_106761,16
ENSG00000199334,ENST00000362464,NR_023373,1
ENSG00000212464,ENST00000391162,NR_002954,10
ENSG00000264984,ENST00000579525,NR_049874,11
ENSG00000273613,ENST00000615860,NR_106971,16
ENSG00000283677,ENST00000637916,NR_037476,12
ENSG00000266305,ENST00000580665,NR_039743,16
ENSG00000264226,ENST00000577639,NR_036127,13
ENSG00000274134,ENST00000614651,NR_106832,16
ENSG00000201388,ENST00000364518,NR_145718,19
ENSG00000274969,ENST00000619793,NR_106829,16
ENSG00000199031,ENST00000362161,NR_029864,19
ENSG00000277255,ENST00000620068,NR_107008,16
ENSG00000273555,ENST00000619733,NR_106870,20
ENSG00000284172,ENST00000640925,NR_036271,17
ENSG00000264824,ENST00000577998,NR_049835,22
ENSG00000284186,ENST00000581999,NR_037409,17
ENSG00000265483,ENST00000585052,NR_039645,3
ENSG00000211563,ENST00000390137,NR_036151,17
ENSG00000264330,ENST00000577504,NR_049818,3
ENSG00000274306,ENST00000615402,NR_049811,19
ENSG00000207717,ENST00000384984,NR_030294,3
ENSG00000207925,ENST00000385190,NR_030207,19
ENSG00000266419,ENST00000581427,NR_003140,CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000283690,ENST00000636415,NR_036059,1
ENSG00000284276,ENST00000537353,NR_039964,4
ENSG00000263879,ENST00000585011,NR_002971,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000266649,ENST00000577443,NR_036073,2
ENSG00000207583,ENST00000384851,NR_030337,10
ENSG00000263642,ENST00000581881,NR_039966,4
ENSG00000278418,ENST00000615246,NR_106767,2
ENSG00000211568,ENST00000390142,NR_031577,11
ENSG00000201654,ENST00000364784,NR_104084,14
ENSG00000275667,ENST00000620425,NR_106898,7
ENSG00000208009,ENST00000385274,NR_029673,11
ENSG00000263363,ENST00000582265,NR_049887,2
ENSG00000266423,ENST00000581592,NR_036121,11
ENSG00000266756,ENST00000577577,NR_049859,8
ENSG00000284158,ENST00000621888,NR_106880,3
ENSG00000211574,ENST00000390219,NR_030528,14
ENSG00000283435,ENST00000637766,NR_031710,X
ENSG00000264013,ENST00000582157,NR_037502,3
ENSG00000283561,ENST00000636782,NR_030266,14
ENSG00000284043,ENST00000384977,NR_029950,X
ENSG00000265328,ENST00000584917,NR_039611,3
ENSG00000265820,ENST00000578255,NR_036138,16
